,Title,Year,Id,Overview,TMDB_Id,Average_vote,Popularity,Revenue,Budget,Genre,Keywords,Cast,Director,Poster
168,Kuch Kuch Locha Hai,2015.0,tt4272420,"Praveen Patel, a 45-year-old married businessman, is approached by Shanaya, an actress, who wants to move in with him to prepare for a role. So he pretends to be single to impress her.",339169.0,4.5,2.509,,,"['Comedy', 'Drama']",[],"['Sunny Leone', 'Evelyn Sharma', 'Ram Kapoor']",Devang Dholakia,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/kLw3iBJsbPbQ9aoChXBceW0gFN7.jpg
169,Piku,2015.0,tt3767372,A taxi driver is caught between a dysfunctional relationship between a woman and her father as he drives them to Kolkata.,332835.0,7.003,10.239,22159216.0,5500000.0,"['Comedy', 'Drama']",[],"['Deepika Padukone', 'Amitabh Bachchan', 'Irrfan Khan']",Shoojit Sircar,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/yo7EZWiLpLGhqs3YnlDGDBPjfTb.jpg
170,Bombay Velvet,2015.0,tt2979920,"An ordinary man, who goes against all odds to forge his own destiny and become a star in the glittering sky of 'Bombay,' thriving on jazz and violence.",316654.0,5.5,6.392,1500000.0,18000000.0,"['Crime', 'Thriller']","['jazz', 'gangster', 'boxer', 'organized crime', 'neo-noir']","['Ranbir Kapoor', 'Anushka Sharma', 'Raveena Tandon']",Anurag Kashyap,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/nRwXtUsqaMA5Zz2lDQ3nBAipT5G.jpg
171,Main Hoon Part-Time Killer,2015.0,tt3797478,Main Hoon Rajinikanth is a fictional story of a funny yet wicked C.B.I officer-cum-contract killer Rajinikanth Rao. He was on a mission to recover 50 million for Bachchan. The story takes a turn when Hariprasad dies without delivering the money.,826179.0,0.0,2.096,,,,[],"['Shakti Kapoor', 'Reema Lagoo', 'Adithya Menon']",Faisal Saif,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/mkmnf6PFXWec9NL4GIpm18ajyTD.jpg
172,Tanu Weds Manu,2015.0,tt1694542,"Manu comes to India to find a bride for himself and falls for Tanu at first sight but Tanu, a free spirited girl has no plans of marrying him.",58333.0,6.803,5.359,252000.0,400000.0,"['Romance', 'Drama', 'Comedy']",[],"['R. Madhavan', 'Jimmy Shergill', 'Rajendra Gupta']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/jSp16ilrwEyeBorFcBdFtYjhMUr.jpg
173,Waiting,2015.0,tt0348333,"Employees at a Bennigan's-like restaurant (called, creatively enough, Shenanigan's), kill time before their real lives get started. But while they wait, they'll have to deal with picky customers who want their steak cooked to order and enthusiastic managers who want to build the perfect wait staff. Luckily, these employees have effective revenge tactics.",7553.0,6.264,31.108,18637690.0,3000000.0,"['Comedy', 'Romance']","['decision', 'waiter', 'hostess', 'trainee', 'gross out', 'employer employee relationship', 'glass pipe', 'screaming']","['Anna Faris', 'Ryan Reynolds', 'Emmanuelle Chriqui']",Rob McKittrick,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/h3NJDiaaliUH35ApXPu8PFKZwWz.jpg
174,Ishqedarriyaan,2015.0,tt4610308,"Ishqedarriyaan is a story about love, sacrifice, family values and relationships. Rishteydarriyaan means relationships and Ishqedarriyaan signifies the relationship when you fall in love! The movie stars Mahaakshay Chakraborty, Evelyn Sharma and Mohit Dutta. Evelyn Sharma is the lead actress, who will play the character of Luvleen, a teacher by profession who wants to collect donations for her grandfather's school.",361847.0,5.0,2.977,,,['Romance'],[],"['Suhasini Mulay', 'Evelyn Sharma', 'Mimoh Chakraborty']",V. K. Prakash,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/aqqGsw574TzmJBWwSv9la5Xc0dH.jpg
175,P Se PM Tak,2015.0,tt3255586,"P Se PM Tak  (Prostitute Se Prime Minister Tak) is a political satire on modern Indian politics. A penniless prostitute arrives in a town where a by-election is taking place and gets caught up in the politics, eventually becoming chief minister",351182.0,2.5,4.406,,,,[],"['Aanjjan Srivastav', 'Yashpal Sharma', 'Bharat Jadhav']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/q4fr3hcFk22x6hyPp96sED9eVqx.jpg
176,Welcome 2 Karachi,2015.0,tt4023852,"On a drunk night, Shammi suggests that he and Kedar leave for America on a cruise, even though they laugh it off in that instance, in a freak accident by the sea, Kedar and Shammi who are supposed to manage a wedding baraat on a cruise, leave without the baraatis only to lose their direction and land up in Karachi, Pakistan.",342291.0,3.4,4.741,,,['Comedy'],[],"['Arshad Warsi', 'Adnan Shah Tipu', 'Nigel Barber']",Ashish R. Mohan,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/5k9J53bv3MtJlUti4vVUedK5PMd.jpg
177,Dil Dhadakne Do,2015.0,tt4110568,"On a cruise to celebrate their parents' 30th wedding anniversary, a brother and sister deal with the impact of family considerations on their romantic lives.",338065.0,6.769,17.903,22000000.0,13000000.0,"['Drama', 'Family', 'Romance']","['cruise', 'dysfunctional family', 'family relationships', 'anthropomorphism', 'dysfunctional marriage', 'family vacation', 'dog', 'wedding anniversary', 'woman director', 'mediterranean sea']","['Priyanka Chopra Jonas', 'Aamir Khan', 'K.C. Shankar']",Zoya Akhtar,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/AqFX6282JM2ollS4XTFp6t6Dwa9.jpg
178,Mere Genie Uncle,2015.0,tt2585654,"A 3D Movie in which a young man discovers a genie (Tiku Talsania) who helps him face his fears and find his confidence. Along the way, they face off against a goofy terrorist and visit Santa at the North Pole. A laugh-riot with a subtle message of love and compassion.",1238444.0,0.0,4.049,,,"['Family', 'Music', 'Fantasy']","['uncle', 'genie', 'christmas']","['Shakti Kapoor', 'Mushtaq Khan', 'Navina Bole']",Ashish Bhavsar,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/8Y17OY7kNlGUNeLwbTF38N1xN54.jpg
179,Hamari Adhuri Kahani,2015.0,tt3483612,"A single mother finds solace with a wealthy, but lonely hotel magnate, together they find love until her past comes back to confront her.",339367.0,6.282,8.548,,,['Drama'],['love story'],"['Vidya Balan', 'Rajkummar Rao', 'Suhasini Mulay']",Mohit Suri,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/joiHOPFGtmY45YwP7Bnm7KvzL8H.jpg
180,ABCD 2,2015.0,tt3679000,"Childhood friends Suresh and Vinnie want to become successful dancers. To fulfill their dreams, they form a dance group with their friends and compete in a hip-hop contest in Las Vegas.",336790.0,5.551,15.716,892000.0,,['Drama'],"['dancing', 'dance', 'competition', 'musical']","['Prabhu Deva', 'Shraddha Kapoor', 'Murali Sharma']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/f7kAxvE8VXpOmeZZooPHkxhg3i0.jpg
181,Miss Tanakpur Haazir Ho ,2015.0,tt4707940,"Miss Tanakpur is a political satire that unfolds in the backdrop of a Love-story set in a village of Haryana. In the villages of Haryana the Pradhans in general have insurmountable powers. The Pradhan of Tanakpur, Sualal Gandas is no different. Like his contemporaries, Sualal rules his village using powers vested upon him by Khap. Not just the traditional court but when time comes Sualal manages to manipulate and exploit the bigger powers of the state i.e. the Police and the Law of the land. Ms Tanakpur is Sualal's Buffalo. She had won the Beauty pageant for Buffaloes in the Local fair. She had won the trophy because she produced more milk than all other Buffaloes in the contest. Serendipity will strike in this story. Ms Tanakpur thy name is justice.",356773.0,6.0,2.772,,,,[],"['Sanjay Mishra', 'Om Puri', 'Annu Kapoor']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/w8KMYuFoi4B5UY7X3WAQu7qil2d.jpg
182,Uvaa,2015.0,tt4541102,"Ram, Anil, Vikram, Salmaan and Deenbandhu are the rebellious brats of suburban Delhi NCR, with the world at their feet and nothing to worry they stomp everything in their path without knowing the consequences, but challenge lay ahead when all of them are put in a totally new world of convent school, here they survive and thrive only to find love. But one night they encounter a horrifying event which puts them in the hands of law. Their lives change forever, they have to fight for justice and moral integrity to make an example for the world.",353124.0,0.0,3.512,,,"['Comedy', 'Drama']",[],"['Om Puri', 'Archana Puran Singh', 'Manish Chaudhary']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/zkhoAOX0leq0ZtzT8k5fYNh0HoZ.jpg
183,Bezubaan Ishq,2015.0,tt4760750,"The film has been shot in various parts of India like Jaipur, Jaisalmer and Mumbai. The film is set in the modern milieu with traditional Indian backdrop and values. It revolves around three friends and their families.",372316.0,0.0,1.478,,,['Music'],[],"['Farida Jalal', 'Sachin Khedekar', 'Sneha Ullal']",Jaswant Gangani,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/AbdK1f2CWo1UDPvN28sBuTdUDjN.jpg
184,Guddu Rangeela,2015.0,tt4684028,"Rangeela (Arshad Warsi) and Guddu (Amit Sadh) are from North India they both are cousins. They play orchestra. But they want to make money from any way. One day the information provided to local gangsters about the richest families in town, has fetched them an easy and safe way to subsist without getting their hands dirty in the bargain. So they kidnap Baby (Aditi Rao Hydari). They were supposed to get 10 crore as kidnapping amount. After kidnapping her they have to face a lot of problem. But suddenly Billu Pahalwan (Ronit Roy) comes in action. He is politician and he changes the game of Guddu Rangeela. Then story takes an interesting twist.",347897.0,4.6,2.51,,,,[],"['Ronit Roy', 'Aditi Rao Hydari', 'Amit Sial']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/y2iEYUktiTFLjmNMEsyX27tszVg.jpg
185,Second Hand Husband,2015.0,tt3948240,"Gurpreet and Rajbir plan to get married, but Rajbir's ex-wife is standing in their way. Until she gets remarried Rajbir must pay alimony -- so it's time for them to find her a new man.",347602.0,3.0,1.435,,,,[],"['Vijay Raaz', 'Rati Agnihotri', 'Dharmendra']",Smeep Kang,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/jT0e1Yzbj89q9UAy2CNRNr19rPJ.jpg
186,I Love NY,2015.0,tt0095342,"Photographer Mario Cotone is hired to cover a big N.Y. actor. When his pretty daughter Nicole Yeats (N.Y.) and Mario fall in love, this angers her father and hurts Mario's work which further infuriates his boss. Will love prevail?",220759.0,5.0,2.105,,,"['Romance', 'Comedy', 'Drama']",['romance'],"['Jerry Orbach', 'Virna Lisi', 'Christopher Plummer']",Alan Smithee,
187,Thoda Lutf Thoda Ishq,2015.0,tt4859310,"Two good for nothing boys Jhumroo and Ghungroo are best examples of fools who keep roaming around the whole day. Their sole motive in life is to have fun, befriend girls, go to parties, get drunk and chill. They find impish ways to get in touch with girls. They are also desperate to get a job, but in their comical attempt they receive yet more embarrassment. After couple of disasters they get a job at a newly opened beauty parlor run by two smart girls. Their dream has come true. They are around girls all the time. But this is just the beginning of their hilarious trauma and a journey full of unexpected twists…. A roller-coaster ride for them and guffaws for viewers.",362405.0,5.0,1.214,,,,[],"['Sanjay Mishra', 'Rajpal Yadav', 'Rakesh Bedi']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/yNGPugwZb9VUxHIUOXHXdQmhlo3.jpg
188,Bajrangi Bhaijaan,2015.0,tt3863552,A young mute girl from Pakistan loses herself in India with no way to head back. A devoted man with a magnanimous spirit undertakes the task to get her back to her motherland and unite her with her family.,348892.0,7.8,20.038,150000000.0,13000000.0,"['Comedy', 'Drama', 'Action']","['religion', 'journey', 'lost child']","['Kareena Kapoor Khan', 'Salman Khan', 'Sharat Saxena']",Kabir Khan,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/rNfToRJw35h7a4y6HXGRgfkLvdc.jpg
189,Aisa Yeh Jahaan,2015.0,tt4760900,"During a vacation, a young city girl learns to appreciate connecting with nature. Away from her concrete urban existence, her parents help her learn about her roots.",523851.0,7.0,1.453,,,['Drama'],[],"['Tinnu Anand', 'Yashpal Sharma', 'Ira Dubey']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/w1CLWoA656qpxzEAlP3YgoWghI5.jpg
190,Masaan,2015.0,tt4635372,"Four lives intersect along the Ganges: a low caste boy in hopeless love, a daughter ridden with guilt of a sexual encounter ending in a tragedy, a hapless father with fading morality, and a spirited child yearning for a family, long to escape the moral constructs of a small-town.",336203.0,6.976,11.04,,,['Drama'],"['small town', 'love', 'guilt', 'caste system', 'sexual encounter', 'interlinked stories', 'ganges', 'pretty']","['Sanjay Mishra', 'Vicky Kaushal', 'Richa Chadha']",Neeraj Ghaywan,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/pDg9Em9YJtIdIzvjMklmFsTBB0s.jpg
191,Drishyam,2015.0,tt4430212,"A simple, street-smart man tries to protect his family from a cop looking for her missing son.",352173.0,7.693,19.219,,,"['Crime', 'Mystery', 'Thriller']","['police', 'blackmail', 'hidden camera', 'remake', 'murder', 'family', 'phone', 'based on movie', 'false evidence']","['Ajay Devgan', 'Tabu', 'Shriya Saran']",Nishikant Kamat,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/gIClWRv5OSe8rl5Koi0AeUcCZ9Z.jpg
192,Bangistan,2015.0,tt3422462,"Two blundering terrorists with lofty ideologies, but ordinary talent, on a mission to change the world.",352099.0,5.9,6.977,830000.0,3600000.0,"['Comedy', 'Drama']",[],"['Ritesh Deshmukh', 'Jacqueline Fernandez', 'Kumud Mishra']",Rohit Sharma,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/zvZ4NHTmkpXuGD33HnvpFNvqNBs.jpg
193,Brothers,2015.0,tt0765010,"When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem.",7445.0,7.322,48.043,43500000.0,26000000.0,"['Drama', 'Thriller', 'War']","['sibling relationship', 'loss of loved one', 'brother-in-law', 'afghanistan war (2001-2021)', 'remake', 'sister-in-law', 'wistful']","['Natalie Portman', 'Tobey Maguire', 'Carey Mulligan']",Jim Sheridan,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/skHqceAFYee0JZuYd9MVk2IQggi.jpg
194,Gour Hari Dastaan,2015.0,tt4513812,"Gour Hari Das, a freedom fighter who works in Khadi Kraft and lives along with his wife &amp; son, lives a content life in his neighborhood. However, one day when his son is unable to secure college admission for lack of a Freedom Fighter's Certificate, he feels the need to establish his identity. In the quest for this piece of paper to prove his authenticity to his son, his neighbors &amp; to the world, he begins a journey that sucks up almost his entire life.",356158.0,8.0,2.252,,,['Drama'],[],"['Ranvir Shorey', 'Konkona Sen Sharma', 'Vipin Sharma']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/oUHgF4zYVdpYPWoyuLdswhEz9vs.jpg
195,All Is Well,2015.0,tt3547616,"A road trip, undertaken by Rishi Kapoor and Abhishek Bachchan, is later joined by their mother.",355279.0,5.647,2.225,,,"['Romance', 'Comedy', 'Drama']",[],"['Asin Thottumkal', 'Abhishek Bachchan', 'Rishi Kapoor']",Umesh Shukla,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/hsruH6BJCDy5ELSB7u9oZKryf2M.jpg
196,Manjhi – The Mountain Man,2015.0,tt3449292,"After his wife passes away trying to cross a mountain, Manjhi, out of sheer rage, sets on a quest to carve a road through the treacherous mountain.",353898.0,7.368,6.318,,2500000.0,['Drama'],"['mountain', 'based on true story']","['Nawazuddin Siddiqui', 'Pankaj Tripathi', 'Deepa Sahi']",Ketan Mehta,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/nmFL0KThULuggh7DxUimi5XTTWu.jpg
197,Kaun Kitney Paani Mein,2015.0,tt3477214,"The film wryly expresses the changes in hierarchy, caste and the power equation when water, the most important resource, vanishes and how the oppressed become the oppressors.",370236.0,5.7,3.252,,,"['Drama', 'Comedy', 'Family']",[],"['Gulshan Grover', 'Saurabh Shukla', 'Ekavali Khanna']",Nila Madhab Panda,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/bxDK3u6eQvrKl4vf4mSvYjickjM.jpg
198,Phantom,2015.0,tt5776858,"In 1950s London, renowned British dressmaker Reynolds Woodcock comes across Alma, a young, strong-willed woman, who soon becomes ever present in his life as his muse and lover.",400617.0,7.313,23.235,47756590.0,35000000.0,"['Drama', 'Romance']","['london, england', 'husband wife relationship', 'obsession', 'dressmaker', 'fashion designer', 'muse', 'doctor', 'wedding', 'fashion', 'fashion show', 'haute couture', 'fictional biography', '1950s', 'fashion industry', 'brother sister relationship']","['Lujza Richter', 'Lesley Manville', 'Vicky Krieps']",Paul Thomas Anderson,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/hgoWjp9Sh0MI97eAMZCnIoVfgvq.jpg
199,Welcome Back,2015.0,tt3159708,"A pair of reformed gangsters try to find a husband for their newly discovered sister, but complications arise due to mistaken identities.",357563.0,5.065,7.563,,,"['Action', 'Comedy']",[],"['Akshay Kumar', 'Anil Kapoor', 'Dimple Kapadia']",Shishir Pradhan,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/xnRIT3ggVcJxGWylKw85n6pteLp.jpg
200,Hero,2015.0,tt23638614,"When David Smallbone's successful music company collapses, he moves his family from Australia to the United States in search of a brighter future. With nothing more than their six children, their suitcases, and their love of music, David and his pregnant wife Helen set out to rebuild their lives from the ground up. Based on a remarkable true story, a mum's faith stands against all odds; and inspires her husband and children to hold onto theirs.",1115009.0,6.4,103.135,20190557.0,6000000.0,"['Drama', 'Music', 'Family']","['australia', 'immigrant', 'biography', 'based on true story', 'family', '1980s', '1990s', 'christian music', 'christian film', 'christian faith']","['Lucas Black', ""Terry O'Quinn"", 'Jonathan Jackson']",Andrew Erwin,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/mtkAdP8l8Hx9bIF2JChLdpy3VQL.jpg
201,Sorry Daddy,2015.0,tt4994210,"Sorry daddy is a filmcentring around the turbulent relationship between Inspector Ravi and children, a relationship which is affected by children's issues with alcohol abuse and temperament.",375062.0,0.0,0.372,,,['Action'],[],[],,
202,Katti Batti,2015.0,tt4467262,A man falls in love with a woman because of her outlook on life. They are in a relationship for five years until a sudden turn of events causes a problem in their relationship.,330636.0,5.4,4.487,4079135.0,,"['Comedy', 'Romance', 'Drama']","['love', 'break-up']","['Vivan Bhatena', 'Imran Khan', 'Kangana Ranaut']",Nikkhil Advani,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/3Q2gzibVqJI7Bt6jYELtLfWEdYw.jpg
203,Meeruthiya Gangster,2015.0,tt4117066,"A group of Meerut rogues aspire to become crime kingpins and local politicos. But, a major kidnapping makes them lose their all.",365912.0,4.0,2.086,,,"['Crime', 'Comedy']",[],"['Sanjay Mishra', 'Jaideep Ahlawat', 'Nushrratt Bharuccha']",Aniket More,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/yezUNRqLWeiMD8z8AfClbZLAs6C.jpg
204,Kis Kisko Pyaar Karoon,2015.0,tt4302956,"A comedy or errors, wherein a married man attempts to juggle his three wives along with his current girlfriend.",358985.0,5.793,6.389,,,"['Comedy', 'Romance']",[],"['Sharat Saxena', 'Elli Avram', 'Manoj Joshi']",Abbas Alibhai Burmawalla,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/6RI26AHpCUrjT1bXhdLbP5Ngyvx.jpg
205,Bhaag Johnny,2015.0,tt3619710,"Blackmailed into murdering, a casanova is presented with the opportunity of living two lives. One in which he commits the crime and the other in which he refuses and goes on the run.",360817.0,6.0,3.398,,,['Thriller'],"['police chase', 'parallel story', 'alternative reality', 'car hijacking']","['Kunal Khemu', 'Urvashi Rautela', 'Vikram Bhatt']",Shivam Nair,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/5Vs5TYt6lEq88zBURWr7lydqCnL.jpg
206,Singh Is Bliing,2015.0,tt3696192,"Raftaar Singh is always looking to have fun and runs away from responsibility. Fed up, his father orders Raftaar to go to Goa and work, and learn to take on responsibility. Once in Goa, he impresses his new boss with his enthusiasm and creative thinking. Soon he gets an assignment, and meets Sara Amy Jackson - and thus begins their unique love story. What ensues is a great comedy of errors, as one hilarious situation after another unfolds. Raftaar falls head over heels for this exotic, mysterious girl. The romance takes a deadly turn when he realizes that Sara is not who he thinks she is and has an agenda, which takes him to Romania. Will Raftaar be able to win her over in a distant and dangerous land?",283827.0,5.472,5.125,,,"['Action', 'Comedy']","['gangster', 'redemption', 'misunderstanding', 'india', 'punjab', 'gangster comedy']","['Akshay Kumar', 'Sunny Leone', 'Amy Jackson']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/tBkCntLUWwZ0kXDE1DlZBlvLbsK.jpg
207,Talvar,2015.0,tt4934950,A hardened cop deals with three conflicting perspectives involving a brutal double murder. The case is complicated as the prime suspects are the parents who supposedly killed their teenage daughter.,353464.0,7.459,9.577,,,"['Thriller', 'Drama', 'Mystery']","['murder investigation', 'woman director', 'honor killing']","['Irrfan Khan', 'Tabu', 'Konkona Sen Sharma']",Meghna Gulzar,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/vye2RxyxXKeTIJBSHo0HkvFuTCR.jpg
208,Jazbaa,2015.0,tt4323504,"After her daughter is kidnapped, a lawyer is forced to defend a criminal in exchange for her daughter's freedom.",360826.0,6.9,4.457,,,"['Thriller', 'Action']",[],"['Shabana Azmi', 'Aishwarya Rai Bachchan', 'Jackie Shroff']",Sanjay Gupta,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/lasy6dL6VgII8EJzvCxNhNsneuS.jpg
209,Bumper Draw,2015.0,tt4995402,"Sunderlal and Farooq who befriend each other in a strange situation. After which, they both encounter Pestonji, an old Parsi man who adds to their existing list of problems.",363416.0,7.0,0.862,,,['Comedy'],[],"['Rajpal Yadav', 'Zakir Hussain', 'Narendra Bedi']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/pgNByijNr3KoxOnEGl6f9Lrlhbz.jpg
210,Chinar Daastaan-E-Ishq,2015.0,tt5021968,"Based on Urdu novel Jheel Jalti Hai, the film aspires to be an iconic love story of Jamaal (Faissal Khan) and Suraiyya (Inayat Sharma). Sadly, more than the somber story, the experience of watching this film is more tragic.",374965.0,6.0,3.926,,,,[],['Faisal Hussain Khan'],,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/4GzUD6R457xyktjqqEwn2YAiLwK.jpg
211,Pyaar Ka Punchnama 2,2015.0,tt4430136,"After falling in love, three roommates experience changes in their lives.",363413.0,6.684,5.647,,,"['Romance', 'Comedy', 'Drama']",[],"['Sharat Saxena', 'Kartik Aaryan', 'Nushrratt Bharuccha']",Tarun Jain,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/2EjMwAPh8ILLZloqr5U42BCoWMe.jpg
212,Wedding Pullav,2015.0,tt4651394,Wedding Pullav shows the story of two best friends Adi (Diganth) and Anushka (Anushka Ranjan) who are in love but they themselves are unaware of it. When Anushka is invited to attend the wedding of Diganth this love confusion further increases. On one hand Diganth is jealous with Anushkas boyfriend while on other side Anushka do not like Diganth to marry another girl whom she initially praises. The story then moves to a stage where they know their feelings but not sure what to do next.,374305.0,3.0,4.248,,,"['Romance', 'Comedy']",[],"['Rishi Kapoor', 'Dhritiman Chatterjee', 'Satish Kaushik']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/kIBsxI5BAudLcGxlHTmj7RkDPsU.jpg
213,Shaandaar,2015.0,tt4007558,"Jagjinder Joginder, a wedding planner, brings together the dysfunctional family of businessman Bipin Arora while making arrangements for Bipin's daughter's destination wedding in London.",362140.0,4.4,6.809,,,"['Comedy', 'Romance']",[],"['Alia Bhatt', 'Shahid Kapoor', 'Sushma Seth']",Anurag Kashyap,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/z49dRpH7xgAfXw4QYeqc20MvH9Y.jpg
214,Titli,2015.0,tt3019620,A young man in Delhi tries to break free from his controlling brothers.,266038.0,6.8,5.289,,,"['Drama', 'Action', 'Crime']",[],"['Ranvir Shorey', 'Amit Sial', 'Shivani Raghuvanshi']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/mGknAQus2ayOXjVkVA6GJZCnPfH.jpg
215,Main Aur Charles,2015.0,tt4024944,"In the 1980s, Charles, an enigmatic con man and a vicious killer and Commisioner Amod Kanth are embroiled in a game of cat and mouse.",361129.0,4.375,6.859,,,"['Drama', 'Crime']",[],"['Randeep Hooda', 'Richa Chadha', 'Tisca Chopra']",Prawaal Raman,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/12m57DA1o4KTAxI9AbjpHtYnIav.jpg
216,Once Upon a Time in Bihar,2015.0,tt3693936,"This story is based on real incidents, set in the year 2003 - 2004 in ravenous terrains of Buxar District of Bihar.",465198.0,0.0,0.941,,,['Thriller'],[],"['Pankaj Jha', 'Vicky Kadian', 'Kranti Prakash Jha']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/azscsVw0NqZoZ44bRC3QenPClH9.jpg
217,Guddu Ki Gun,2015.0,tt4853926,"Guddu Ki Gun is the tale of Govardhan aka Guddu (Kunal Kemmu), a Bihari settled in Kolkata. He is a door-to-door washing powder salesman, whose sales pitch is ""Ek washing powder ke saath Guddu free"". While sharing a room with his close friend Ladoo (Sumeet Vyas), Guddu leads an amorous lifestyle in Kolkata. His travails begins when he ditches one of his girlfriends, Bholi (Aparna Sharma). Furious for forsaking his granddaughter, Bholi's grandfather casts a black magic spell on him. The only way Guddu can get rid of the curse is to find true love and by staying faithful to her.",367189.0,5.4,2.797,,,['Comedy'],[],"['Kunal Khemu', 'Flora Saini', 'Payel Sarkar']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/8CMeDmIETdt18Xl1H2Do9gpUDg.jpg
218,Love Exchange,2015.0,tt5154096,"Love Exchange is a romantic journey of a culturally opposite couple -Siddharth Sathe and Shanoo Kapoor. They meet at their work place, become good friends and ultimately fall in love. Things are fine till they decide to get married.",374971.0,0.0,0.943,,,['Romance'],[],"['Darshan Jariwala', 'Shama Deshpande', 'Jyoti Sharma']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/wNHuzCoFN937ftVowbewqS74pGX.jpg
219,Four Pillars of Basement,2015.0,tt4565796,A woman finds herself stuck in a basement car park with an unhinged security guard.,361913.0,10.0,1.038,,,"['Action', 'Thriller']",[],"['Zakir Hussain', 'Bruna Abdullah', 'Shawar Ali']",,
220,Charlie Kay Chakkar Mein,2015.0,tt2190820,"Our life revolves around perception of truth, in our lives we act only on our ability to judge the truth. Truth though is a fickle thing, paradoxically because it only occurs in absolution; rest is only our interpretation that allows us to live in a certain subjective truth. Addl. Commissioner of Police, Sanket Pujari and the rookie officer, Sameera sit across the television screen to decipher a rare case of multiple homicides caught on camera and this case is going to test their fundamental perception of truth.",367094.0,7.0,1.639,,,['Thriller'],[],"['Naseeruddin Shah', 'Subrat Dutta', 'Auroshikha Dey']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/wIqM1wAGQ3pp9v0nUNEyBB8l0Gw.jpg
221,Yaara Silly Silly,2015.0,tt5052972,"After spending time with a prostitute, a man later meets her on a train where their fond memories are rekindled and their romance blossoms",361911.0,3.5,1.549,,,,[],"['Paoli Dam', 'Parambrata Chatterjee']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/fbUQRfJ8AWxTD905TjhZS04Zeao.jpg
222,Ranbanka,2015.0,tt5151622,"Rahul, a young man, tries to protect his wife from a goon who wants to forcibly marry her. When all things go against Rahul, he becomes an angry man, and sets out to fight against the goon.",371439.0,8.0,3.395,36982.0,1183424.0,"['Action', 'Thriller']","['fight', 'engineer', 'criminal', 'family', 'goon']","['Ravi Kishan', 'Maniesh Paul', 'Avinash Dwivedi']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/bh7SHKigi3Cv6K6Jhd6GwRHPKu7.jpg
