,Title,Year,Id,Overview,TMDB_Id,Average_vote,Popularity,Revenue,Budget,Genre,Keywords,Cast,Director,Poster
804,Bhool Bhulaiyaa 2,2022.0,tt6455162,"When strangers Reet and Ruhan cross paths, their journey leads to an abandoned mansion and a dreaded spirit who has been trapped for 18 years.",695962.0,6.3,25.022,22449857.0,,"['Horror', 'Comedy']",['sequel'],"['Sanjay Mishra', 'Rajpal Yadav', 'Kartik Aaryan']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/fw0oMHiMt9qOuKEJEmzFiCNAnXc.jpg
805,Dhaakad,2022.0,tt10598156,"Special Agent Agni is tasked to find information and eventually, eliminate Rudraveer, an international human trafficker and a coal mafioso. Things turn personal when Agni discovers a truth that connects her to Rudraveer.",712863.0,4.417,6.988,,10922838.0,['Action'],['spy'],"['Saswata Chatterjee', 'Arjun Rampal', 'Divya Dutta']",Razneesh Ghai,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/3YWiiujx2WWyM0caULLHca3j6Gu.jpg
806,Anek,2022.0,tt13919802,"Amid the turmoil in northeast India, an undercover agent tasked with peace negotiations crosses paths with a tenacious boxer fighting for her dreams.",888268.0,6.1,4.554,,,"['Action', 'Thriller']","['political thriller', 'northeast india']","['Manoj Pahwa', 'Jatin Goswami', 'Kumud Mishra']",Anubhav Sinha,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/y7DOaApwC0CO5EEV7Knqju3rLFa.jpg
807,Dehati Disco,2022.0,tt13989278,Dehati Disco is an upcoming Indian Hindi-language dance action drama film directed by Manoj Sharma and produced by Kamal Kishor Mishra under the production One Entertainment Film Productions. The film is dance based drama and revolves around the youth of the country who really enjoy dancing.,979786.0,7.0,1.742,,,['Comedy'],[],"['Manoj Joshi', 'Ravi Kishan', 'Rajesh Sharma']",,
808,Samrat Prithviraj,2022.0,tt9637132,"The true story of legendary Hindu warrior king ""Prithviraj Chauhan"" including his early military successes, love story with Sanyogita & clashes with Muhammad of Ghor, a ruler of the Ghurid dynasty who led the foundation of Muslim rule in the Indian subcontinent.",611598.0,7.028,10.18,,,"['Action', 'Drama', 'History']","['india', 'period drama', 'warrior', '12th century', 'rajput', 'ghurid dynasty']","['Akshay Kumar', 'Ashutosh Rana', 'Sakshi Tanwar']",Dr. Chandraprakash Dwivedi,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/itjop20yizH1cwB44tIo5JivPSq.jpg
809,Major,2022.0,tt0097815,"When Rachel Phelps inherits the Cleveland Indians from her deceased husband, she's determined to move the team to a warmer climate—but only a losing season will make that possible, which should be easy given the misfits she's hired. Rachel is sure her dream will come true, but she underestimates their will to succeed.",9942.0,6.875,22.878,75000000.0,11000000.0,['Comedy'],"['sports', 'baseball', 'sabotage', 'sombrero', 'baseball field', 'hard hat', 'professional sports', 'comic strip', 'hot dog', 'short sighted', 'voodoo ritual', 'the big game', 'cleveland, ohio']","['Wesley Snipes', 'Tom Berenger', 'Rene Russo']",Jerry Grandey,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/ypUedY9zX4nGGf1lQv1UGc8PhPA.jpg
810,Janhit Mein Jaari,2022.0,tt13534808,"A small-town girl from MP, Manokamna, gets a decent-paying job. But the work requires her to sell condoms. Will she be able to voice her beliefs while balancing her responsibilities and society?",768466.0,6.1,5.891,,,"['Comedy', 'Drama', 'Romance']","['condom', 'social comedy', 'condom seller']","['Tinnu Anand', 'Vijay Raaz', 'Nushrratt Bharuccha']",Jai Basantu Singh,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/foCjFsf4D9M4sy2CcoxnD9RHAOq.jpg
811,Ardh,2022.0,tt20840000,"Shiva struggles to become a mainstream actor in Mumbai despite being a theatre actor. With the help of his wife Madhu, he disguises himself as a transgender and begs for money to survive.",945324.0,4.5,2.286,,,"['Drama', 'Comedy']",[],"['Rajpal Yadav', 'Kulbhushan Kharbanda', 'Hiten Tejwani']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/oLSgNq1rZw9pBxxfNV8fi5lK290.jpg
812,Nikamma,2022.0,tt10687220,"Nikamma is an action-comedy, which is a remake of 2017 Telugu film film Middle Class Abbayi.",693841.0,4.4,3.026,,,"['Action', 'Comedy']",[],"['Shilpa Shetty Kundra', 'Abhimanyu Singh', 'Samir Soni']",Sabbir Khan,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/5t3gD5epzIuRH5L86nOF95yDUZY.jpg
813,Sherdil,2022.0,tt15964308,"Inspired by the real events that took place in the Pilibhit Tiger Reserve where people used to leave their elderly family members for tigers to prey on, and then claim compensation from the administration, it is a story of Gangaram, a patriarch of a farmer family entrenched in poverty because of three consecutive failed monsoons. He enters the forests to adopt the infamous Tiger practice to give up his life so that his family can have two square meals, however, what follows next is a series of unprecedented events.",934878.0,5.5,3.113,,,['Drama'],[],"['Sayani Gupta', 'Pankaj Tripathi', 'Srijit Mukherji']",Srijit Mukherji,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/aV7kHlayv6kfrhHyi31GCWjj0hz.jpg
814,Jugjugg Jeeyo,2022.0,tt13449624,"A marriage. A re-marriage. A pending divorce. It's been five years since Kukoo and Nainaa got married after knowing each other practically all their lives, and now they need to break it to their family that they want a divorce. Kukoo's parents, Bheem and Geeta, a couple that everyone looks up to, have no plans of making Kukoo and Naina's lives easier. They have their own plans and set of surprises in store for the young couple; all this in the middle of Kukoo's sister's wedding.",765019.0,6.167,11.627,,,"['Comedy', 'Drama']","['husband wife relationship', 'marriage', 'divorce', 'reconciliation']","['Anil Kapoor', 'Kiara Advani', 'Tisca Chopra']",Raj Mehta,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/ovyWtXhPRKKpSyMUIVYBWiurggY.jpg
815,Forensic,2022.0,tt15121860,Little girls begin to disappear and their bodies are found soon after in the town of Mussoorie. Police officer Megha and forensic officer Johnny join hands to nab the killer.,915867.0,4.3,2.561,,,"['Crime', 'Thriller']",['based on movie'],"['Vikrant Massey', 'Radhika Apte', 'Prachi Desai']",Vishal Furia,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/bn2sQizEJ0qsntJRvjULsd5vk44.jpg
816,Rashtra Kavach Om,2022.0,tt9115574,"Om, a special forces para commando officer, loses his memory while fighting enemies. After recovering from amnesia, Om is on a mission to save the nation from terrorists. As he fights the challenges the mission presents, he learns a shocking truth about his life.",764928.0,5.4,6.343,,,"['Action', 'Thriller']",[],"['Prakash Raj', 'Jackie Shroff', 'Ashutosh Rana']",Kapil Verma,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/bvU8hIFMQe1OELPjEoydCITjHTN.jpg
817,Rocketry: The Nambi Effect,2022.0,tt9263550,"The story of the great Indian rocket scientist, Shri Nambi Narayanan's life, a true patriot, who was turned into a villain in the blink of an eye after being falsely accused of treason.",607145.0,7.4,7.743,3900000.0,7900000.0,"['Drama', 'History']",['based on true story'],"['Phyllis Logan', 'Shah Rukh Khan', 'Ron Donachie']",Prajesh Sen,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/o7A1agEoXvwyyOmIbHnUhfnC34j.jpg
818,Khuda Haafiz: Chapter 2 – Agni Pariksha,2022.0,tt13022984,"Following a traumatic chapter in their lives, Sameer and Nargis try to lead a happy life by adopting Nandini, a friend's orphaned niece. But fate soon strikes back hard when Nandini goes missing.",965653.0,6.471,5.711,,,"['Drama', 'Action', 'Romance']",['sequel'],"['Vidyut Jammwal', 'Sheeba Chaddha', 'Shivaleeka Oberoi']",Faruk Kabir,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/dWYGHG6yIG8Fh8LwhbGnnaYNYyX.jpg
819,HIT: The First Case,2022.0,tt13130760,"Burdened by old demons, a troubled but brilliant detective sets out to solve two confounding abduction cases — one involving his own girlfriend.",887109.0,6.5,5.152,839559.0,,"['Crime', 'Mystery', 'Thriller', 'Drama']","['remake', 'based on movie']","['Milind Gunaji', 'Rajkummar Rao', 'Jatin Goswami']",Sailesh Kolanu,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/sKcbVK6QgxUjiHOE2xooRXTH0mz.jpg
820,Ladki: Dragon Girl,2022.0,tt11924110,"Heavily influenced by Bruce Lee’s wisdom and his martial art techniques, Pooja aspires to be like him. Will she be able to follow in his footsteps, or will she be forced to compromise her desire to lead a tranquil life like other girls?",651534.0,1.0,8.639,,,['Action'],[],"['Miya Muqi', 'Rajpal Yadav', 'Abhimanyu Singh']",Ram Gopal Varma,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/tV69fiUL9oCtWItvHmUYEr3WXPG.jpg
821,Jaadugar,2022.0,tt13793230,A small-time magician with zero interest in football must lead his local team to the finals of a tournament if he wishes to marry the love of his life.,821119.0,6.396,4.709,,,"['Comedy', 'Drama', 'Romance']",[],"['Manoj Joshi', 'Jitendra Kumar', 'Rukshar Dhillon']",Shujaat Saudagar,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/wEfhAPR6VNzrt1tkTuzCamRMB3.jpg
822,Judaa Hoke Bhi,2022.0,tt21237108,"Aman Khanna, a once successful singer, is drowning his life into alcohol, despair and self- destruction after his 6 years old son died in a freak accident. Aman's wife, Meera who has an autobiographical bestseller to her credit is trying to cope with their financial burdens and Aman's lack of responsibility.",988988.0,6.0,5.275,,,"['Horror', 'Thriller']",[],"['Akshay Oberoi', 'Rushad Rana', 'Aindrita Ray']",Vikram Bhatt,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/6ow6lvYQWrEwNlvPYvpcjoVwYbC.jpg
823,Shabaash Mithu,2022.0,tt6265050,"From child prodigy to trailblazing captain, Indian women's cricket icon Mithali Raj navigates highs and lows of professional career. A story of a young girl's determination and stance against discrimination, about her spirit, passion, courage, and her dreams.",911154.0,6.0,6.948,,,"['Drama', 'Family']","['sports', 'biography', 'cricket', ""women's cricket""]","['Vijay Raaz', 'Taapsee Pannu', 'Geeta Agrawal Sharma']",Srijit Mukherji,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/s4T4LGIRErWK7bomHFlSJirGZ4T.jpg
824,RK/RKay,2022.0,tt14253018,"After wrapping up the shoot of his upcoming period film, in which he also plays the lead character Mehboob, Indie film director-writer RK (Rajat Kapoor) struggles to piece his film together on the editing table. Trouble escalates when he discovers that his lead character has vanished from the film’s footage and entered real life.",718739.0,5.0,6.556,,,"['Romance', 'Comedy']","['film in film', 'missing person', 'film director']","['Ranvir Shorey', 'Mallika Sherawat', 'Kubbra Sait']",Sameer Shaikh,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/hggbM9pKqbs6qpKh9jyXGTeBF08.jpg
825,Shamshera,2022.0,tt8426926,"Set in the 1800s, the film is about a ""dacoit"" tribe who take charge in fight for their rights and independence against the British.",539686.0,5.62,12.863,,200000.0,"['Action', 'Drama', 'Adventure']",[],"['Ranbir Kapoor', 'Ronit Roy', 'Sanjay Dutt']",Karan Malhotra,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/rryN6GhaoovO3sM8IEqGyKgCmXf.jpg
826,Ek Villain Returns,2022.0,tt11947158,"When a singer goes missing amid a serial killing spree, a cabbie and a businessman's son cross paths in a twisted tale where good and evil is blurred.",682401.0,6.4,13.336,,,"['Action', 'Crime', 'Thriller']",['sequel'],"['John Abraham', 'Disha Patani', 'Ritesh Deshmukh']",Mohit Suri,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/4BqMeSSPaC7spmj4Zl7htiigCkV.jpg
827,Good Luck Jerry,2022.0,tt13825336,"In dire need of money, Jerry gets drawn into the dangerous world of drug trafficking. Things go awry when she decides to quit.",784940.0,5.4,7.832,,,"['Comedy', 'Crime', 'Drama']","['remake', 'based on movie']","['Janhvi Kapoor', 'Deepak Dobriyal', 'Saurabh Sachdeva']",Nelson Dilipkumar,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/abcG0hQJVwCdloTTTwrY0jfJ1Em.jpg
828,Odd Couple,2022.0,tt0063374,"In New York, Felix, a neurotic news writer who just broke up with his wife, is urged by his chaotic friend Oscar, a sports journalist, to move in with him, but their lifestyles are as different as night and day are, so Felix's ideas about housekeeping soon begin to irritate Oscar.",11356.0,7.51,12.833,44527234.0,1200000.0,['Comedy'],"['new york city', 'roommate', 'male friendship', 'based on play or musical', 'obsessive compulsive disorder', 'poker game', 'divorced man', '1960s', 'eccentric man', 'neat freak', 'messy apartment', 'sports journalism', 'impartial']","['Jack Lemmon', 'Walter Matthau', 'John Fiedler']",Gene Saks,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/d3dKPpzEi7WfgmoMnMwWyQnd2ja.jpg
829,Darlings,2022.0,tt14152140,"Badru hopes her volatile husband will reform if he stops drinking. But when his rage goes too far, she and her mom boldly, albeit clumsily, seek revenge.",801526.0,7.0,15.436,,,"['Comedy', 'Crime', 'Thriller']",[],"['Alia Bhatt', 'Shefali Shah', 'Vijay Varma']",Vishal Bhardwaj,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/lyA7kXCIAG17hVuvFOxlMmmv31A.jpg
830,Laal Singh Chaddha,2022.0,tt10028196,"Events in India's history — from the Emergency and the famous Cricket World Cup win to the Punjab riots — unfold from the perspective of an innocent Sikh man Laal Singh Chaddha, a person with a low IQ but high optimism. Laal is able to achieve everything under the sun but his childhood love continues to elude him.",601635.0,6.475,14.783,16000000.0,23000000.0,"['Drama', 'Romance']","['mentally disabled', 'based on novel or book', 'remake', 'india', 'foreign language adaptation', 'based on movie']","['Aamir Khan', 'Kareena Kapoor Khan', 'Shah Rukh Khan']",Advait Chandan,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/qqBB1tAi345mXMhLwLJpd7LWLRP.jpg
831,Raksha Bandhan,2022.0,tt12834962,"Lala Kedarnath is blessed with 4 sisters. But his only worry is to find suitable grooms for each of them, as only then can he marry his childhood love. To what lengths will he go to succeed?",729700.0,6.167,8.045,,8799651.0,"['Comedy', 'Drama', 'Family']",[],"['Akshay Kumar', 'Manu Rishi Chadha', 'Sahil Mehta']",Vishesh Deepak Sareen,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/g2tly6nICUngmNnVH4iRQ75DeDZ.jpg
832,Dobaaraa,2022.0,tt14042066,"In the 1990s, during a wild thunderstorm night, 12-year-old Anay dies in a road accident shortly after he sees his next-door neighbor committing a crime. Twenty-five years later, in a strange turn of events, on an identical stormy night, Antara finds herself in front of a TV set through which she attempts to save Anay’s life but her good deed causes a disturbing chain of unexpected consequences.",796207.0,5.469,7.627,,,"['Science Fiction', 'Mystery', 'Thriller']",['based on movie'],"['Saswata Chatterjee', 'Nassar', 'Taapsee Pannu']",Anurag Kashyap,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/l0Ayozn8O69UEjDvXnT5noIgUJp.jpg
833,Liger,2022.0,tt4435072,"The journey of Liger, from Karimnagar to Mumbai, from a nobody to a competitor, in his search for recognition while navigating his weaknesses, relationships, and love life.",787163.0,4.875,10.768,,17610180.0,"['Action', 'Romance']",[],"['Ramya Krishnan', 'Mike Tyson', 'Ronit Roy']",Puri Jagannadh,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/bBZJAdfmcwhyvkwK1XajnHECdoY.jpg
834,Holy Cow,2022.0,tt9795686,"The story of how Salim's cow, Ruksar, goes missing and he starts searching for it at night.",988228.0,4.0,2.254,,,"['Comedy', 'Drama']",[],"['Sanjay Mishra', 'Nawazuddin Siddiqui', 'Tigmanshu Dhulia']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/4aGHjbHR5wX05GtnlZVEWzkOnJO.jpg
835,Cuttputlli,2022.0,tt15315164,"When a small town gets plunged into the nightmare of serial killings, rookie cop Arjan embarks on a chase for the truth and unravels a gruesome conspiracy.",956757.0,5.667,9.242,,,"['Crime', 'Mystery', 'Thriller', 'Drama']","['remake', 'based on movie']","['Akshay Kumar', 'Rakul Preet Singh', 'Sargun Mehta']",Ranjit Tiwari,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/gVQweL2bdoTlmrVYbcicZQ5VcNP.jpg
836,Brahmāstra: Part One – Shiva,2022.0,tt6277462,"The story of Shiva – a young man on the brink of an epic love, with a girl named Isha. But their world is turned upside down when Shiva learns that he has a mysterious connection to the Brahmāstra... and a great power within him that he doesn’t understand just yet - the power of Fire.",496331.0,6.478,19.934,,22000000.0,"['Fantasy', 'Action', 'Adventure']","['superhero', 'mythology', 'astraverse']","['Shah Rukh Khan', 'Amitabh Bachchan', 'Alia Bhatt']",Diyan Hristov,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/x61qdvHIsr9U53FwoLVDQqAGur0.jpg
837,Jahaan Chaar Yaar,2022.0,tt19289040,"Four dedicated housewives - Shivangi, Mansi, Neha, and Sakhina, whose lives revolve only around their husband and family, decide to escape the suffocating routine life by traveling to Goa for a few days to live life on their terms. They have no idea that their vacation will lead to a series of life-changing events.",802793.0,0.0,2.993,,,"['Comedy', 'Drama']",['female friendship'],"['Meher Vij', 'Pooja Chopra', 'Swara Bhasker']",Amit Singh,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/oo5KBgfp8EWzFQGnciNC0RJb2lZ.jpg
838,Jogi,2022.0,tt21848358,"Amid tension in 1980s India, three friends of different faiths unite in a noble yet dangerous effort to save hundreds in their town.",1014386.0,6.8,8.932,,,"['Crime', 'Drama']",[],"['Kumud Mishra', 'Diljit Dosanjh', 'Amyra Dastur']",Ali Abbas Zafar,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/aQJ93gdI2htbZfOLX41PnkRxW3l.jpg
839,Matto Ki Saikil,2022.0,tt13174734,'Matto Ki Saikal' revolves around the story of a family's struggle to buy a new bicycle and how their lives depend on it.,743202.0,6.0,1.813,,,"['Family', 'Drama']",[],"['Prakash Jha', 'Anita Choudhary', 'Idika Ray']",M. Gani,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/jesQxWkdBkv2D5JtvLPTZtpjDEt.jpg
840,Middle Class Love,2022.0,tt21613328,"A young college boy is frustrated being in middle-class family setup and finds love the ideal way to get out of it. However, the path to getting rid of the middle-class thinking and probing parents wasn't so easy as it seemed initially, especially when he thought love would save him.",1009723.0,4.6,12.632,,,"['Comedy', 'Drama', 'Romance']",['coming of age'],"['Kavya Thapar', 'Manoj Pahwa', 'Eisha Singh']",Ratnaa Sinha,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/uQppjrljRPiYtvxoRctqbh2IWAB.jpg
841,Saroj Ka Rishta,2022.0,tt8690140,A Carefree and Confident Girl (Sanah Kapur) of her area who finds Love in Vikram(Randeep Rai).,1007946.0,0.0,1.616,,,"['Drama', 'Comedy']",[],"['Ashok Pathak', 'Kumud Mishra', 'Mukesh Bhhatt']",Abhishek Saxena,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/yj69QqhUlxRYn5HfE3Q4ZN5qw41.jpg
842,Siya,2022.0,tt21398196,"A small town girl Siya, who decides to fight for justice,, fighting against all odds and starts a movement against the vicious system.",1010385.0,6.5,4.649,,,['Drama'],[],"['Vineet Kumar Singh', 'Pooja Pandey']",,https://media.themoviedb.org/t/p/w600_and_h900_bestv2/kNhNUoZcdEIThFQTQPhzx78og9K.jpg
